SAT,TOTHRS,COLGPA,ATHLETE,VERBMATH,HSIZE,HSRANK,HSPERC,FEMALE,BLACK,WHITE
880,104,2.23,0,0.72549,0.1,4,40,1,0,1
1060,17,3.64,0,0.82759,0.1,2,20,0,0,1
930,78,3.28,0,0.89796,0.1,3,30,1,0,1
730,43,3.09,0,0.87179,0.1,1,10,1,0,1
970,48,3.31,0,0.90196,0.1,1,10,1,0,1
900,49,1.83,0,0.83673,0.1,4,40,1,0,1
1120,17,3.76,0,0.67164,0.1,1,10,0,0,1
1000,16,1.37,0,0.75439,2.75,92,33.45454,1,0,1
1130,14,2.78,0,0.91525,2.75,108,39.27273,1,0,1
860,49,3.46,0,0.95455,2.65,30,11.32076,1,0,1
830,15,2.2,0,0.84444,2.75,146,53.09091,1,0,1
910,79,2.25,0,0.75,2.61,116,44.44444,1,0,1
1050,69,2.65,0,1.05882,2.61,50,19.15709,1,0,1
930,15,2.06,0,0.78846,2.75,117,42.54546,1,0,1
1050,117,3.34,0,0.59091,2.32,34,14.65517,1,0,1
1240,88,3.86,0,0.82353,2.42,3,1.239669,1,0,1
1230,107,2.97,0,0.95238,1.03,6,5.825243,0,0,1
830,89,1.92,1,0.72917,4.57,279,61.05033,0,0,1
950,48,1.93,0,0.97917,5.15,181,35.14563,0,0,1
1200,113,2.33,0,1.14286,3,53,17.66667,1,0,1
1180,12,3.58,0,1.07018,4.25,28,6.588235,1,0,1
1200,52,3.51,0,1.06897,0.37,2,5.405406,0,0,1
1010,70,1.81,0,0.94231,1.86,47,25.26882,1,0,1
1160,91,3.42,0,1.03509,1.99,17,8.542713,1,0,1
1070,21,2.66,0,0.98148,0.13,3,23.07692,1,0,1
820,117,2.47,1,0.78261,0.98,16,16.32653,0,0,1
1000,82,2.42,0,0.69492,0.36,17,47.22222,0,0,1
1120,15,2.73,0,0.86667,1.64,27,16.46342,0,0,1
740,14,2.07,1,1.05556,0.61,8,13.11475,0,0,1
670,82,1.89,1,0.81081,0.76,58,76.31579,0,1,0
980,38,2.31,0,0.92157,4.5,67,14.88889,0,0,1
1130,81,2.82,0,0.85246,0.12,3,25,1,0,1
1240,80,3.45,0,0.85075,2.29,11,4.803493,0,0,1
720,51,2.23,1,0.56522,0.1,7,70,0,0,0
690,51,1.72,1,0.91667,2.14,86,40.18692,0,1,0
1210,121,3.09,0,0.89063,0.1,1,10,1,0,1
1120,15,2.33,0,1.15385,3.3,20,6.060606,1,0,1
1020,16,2.18,0,0.96154,1.84,12,6.521739,1,0,1
1040,15,2.8,0,0.65079,3.2,41,12.8125,0,0,1
1080,14,3.14,0,0.74194,3.73,73,19.57104,1,0,1
1080,16,3.25,0,0.86207,3.73,48,12.86863,0,0,1
1130,120,2.99,0,0.91525,3.47,2,0.5763689,0,0,1
1120,19,2.68,0,0.80645,3.38,77,22.78106,1,0,1
1120,17,3.17,0,0.80645,3.38,71,21.00592,1,0,1
1190,119,3.78,0,0.75,2.69,1,0.3717472,0,1,0
1010,73,1.9,0,0.71186,0.68,25,36.76471,1,0,1
1210,91,2.71,0,0.75362,5.56,159,28.59712,0,0,1
1020,44,2,1,0.61905,6.97,463,66.42754,0,0,1
1060,48,3.2,0,0.68254,6.97,70,10.04304,1,0,1
790,16,2.18,0,0.75556,8.15,258,31.65644,1,0,1
1220,46,3.93,0,1.03333,6.97,3,0.4304161,1,0,1
850,52,1.86,0,0.84783,6.97,257,36.87231,0,0,1
900,47,2.51,0,0.875,6.97,106,15.20803,1,0,1
1020,14,2.5,0,0.88889,6.1,207,33.93443,1,0,1
1090,95,2.86,1,0.70313,4.72,67,14.19491,0,0,1
1130,14,3.42,0,1.13208,6.14,123,20.03257,1,0,1
1130,43,2.76,0,0.71212,2.69,40,14.86989,0,0,1
910,46,3.28,0,0.89583,2.69,51,18.95911,1,0,1
1040,78,2.5,0,0.82456,2.1,24,11.42857,1,0,1
1160,15,3.73,0,0.84127,4.94,2,0.4048583,0,0,1
1030,16,2.5,0,1.01961,4.63,109,23.54212,0,0,1
1040,43,2.39,0,0.82456,4.14,61,14.7343,1,0,1
1070,16,2.68,0,0.87719,4.63,67,14.47084,1,0,1
1010,17,2.88,0,1.02,4.63,68,14.68682,0,0,1
750,16,2.75,0,0.78571,2.25,48,21.33333,0,0,1
950,44,2.68,0,1.2093,0.44,11,25,1,0,1
750,52,1.88,1,0.66667,4.12,178,43.20388,0,0,1
1060,48,3.43,0,0.92727,0.87,16,18.3908,1,0,1
990,12,0.25,0,0.94118,4.75,142,29.89474,1,0,1
1360,84,3.95,0,0.83784,4.11,13,3.163017,0,0,1
1080,17,1.82,0,0.83051,3.86,33,8.549223,1,0,1
890,13,2.46,0,0.85417,3.86,139,36.01036,1,0,1
1180,113,2.1,0,0.81538,3.56,34,9.550562,0,0,1
1120,13,2.23,0,0.83607,1.37,20,14.59854,1,0,1
990,133,2.96,0,0.8,1.18,23,19.49153,0,0,1
1100,51,2.07,0,0.5493,0.1,2,20,0,0,1
1150,17,3.41,0,0.85484,4,11,2.75,0,0,1
970,71,1.98,1,0.86538,0.1,4,40,0,0,1
950,76,2.71,0,0.86275,3.5,54,15.42857,1,0,1
960,17,2.52,0,0.81132,0.1,6,60,0,0,1
1220,18,3.22,0,0.76812,4,3,0.75,1,0,1
930,44,2.13,0,0.78846,0.95,24,25.26316,0,0,1
1350,17,3.64,0,0.875,0.91,13,14.28571,0,0,1
1280,109,3.48,0,0.82857,0.91,4,4.395605,0,0,1
1020,18,2.66,0,1.04,0.75,29,38.66667,0,0,1
940,17,2.58,0,1.08889,1.01,1,0.990099,1,1,0
1160,15,3.13,0,0.8125,5.19,30,5.780347,0,0,1
1020,108,3.24,1,0.67213,4.5,39,8.666667,1,0,1
850,18,2,0,0.66667,5.16,132,25.5814,1,0,1
1260,83,2.5,0,0.8806,4,157,39.25,0,0,1
890,14,1.14,0,0.89362,5.16,321,62.2093,1,0,1
940,19,1.63,0,0.77358,5.19,135,26.01156,1,0,1
1160,79,3.06,0,0.84127,4,60,15,0,0,1
1040,45,2.26,0,0.82456,4.3,186,43.25581,0,0,1
1010,114,2.88,0,0.98039,4.33,60,13.85681,1,0,1
1070,16,2.87,0,0.91071,5.19,36,6.936416,1,0,1
1160,74,3.12,0,1,2.53,44,17.3913,1,0,1
1040,20,2.75,0,0.85714,1.34,2,1.492537,1,1,0
1060,17,3.17,0,0.7377,0.1,2,20,1,0,1
900,15,2.73,1,1.09302,0.1,5,50,0,0,1
910,17,1.64,0,0.78431,0.1,4,40,1,0,1
1130,48,3.41,0,1.09259,0.1,2,20,1,0,1
1000,13,2.76,0,0.81818,1.02,12,11.76471,1,0,1
890,14,2.42,0,0.78,0.1,4,40,1,0,1
1030,13,1.69,0,0.80702,2.04,12,5.882353,1,0,1
1190,115,3.26,0,0.83077,0.1,1,10,1,0,1
1150,55,3.16,0,0.94915,4.5,9,2,0,0,1
1290,15,3.53,0,0.86957,3.75,2,0.5333334,0,0,1
1180,117,3.48,0,0.84375,1.42,6,4.225352,0,0,1
1220,44,2.06,0,1,4.23,64,15.13002,0,0,1
1100,17,2.17,0,0.83333,0.42,3,7.142857,0,1,0
1030,115,2.54,0,0.90741,1.5,25,16.66667,1,0,1
960,15,3.13,0,1,0.32,3,9.375,1,0,1
1080,16,3.43,0,0.89474,2.11,39,18.48341,1,0,1
980,45,1.97,1,0.7193,5.68,384,67.60564,0,0,1
880,15,1.6,0,0.83333,6.24,80,12.82051,1,0,1
1090,47,2.8,0,0.87931,4.12,34,8.252427,0,0,1
800,23,2.08,0,0.70213,6.48,307,47.37654,1,0,1
960,83,1.8,0,1.04255,5.08,91,17.91339,0,0,1
1100,45,2.86,0,0.71875,7.03,346,49.21764,0,0,1
870,49,2.71,0,0.77551,1.27,35,27.55906,1,0,1
960,73,2.12,0,1,5.11,84,16.43836,0,0,1
870,49,2.44,1,0.77551,2.27,27,11.89427,1,0,1
1140,45,2.46,0,0.67647,3.5,143,40.85714,0,0,1
1170,59,2.83,0,0.56,4.35,123,28.27586,0,0,1
1140,14,3,0,0.65217,5.22,41,7.854406,0,0,1
1210,14,3.57,0,0.63514,0.53,5,9.433962,0,0,1
1020,51,3.88,0,0.85455,1.5,21,14,1,0,1
1050,43,2.3,0,1.05882,4.71,130,27.60085,1,0,1
1130,48,2.81,0,0.82258,4.71,63,13.3758,0,0,1
1160,15,2.6,0,0.90164,4.14,52,12.56039,0,0,1
1070,45,3.2,0,0.7541,3.96,71,17.92929,0,0,1
1020,103,2.39,0,0.85455,5.05,183,36.23763,0,0,1
940,48,2.47,0,0.84314,3.42,24,7.017544,0,0,1
950,41,1.97,0,0.82692,3.74,87,23.26203,0,0,1
910,17,2.52,0,0.97826,1.37,44,32.11679,1,0,1
1240,81,2.96,0,0.77143,4.12,18,4.368932,1,0,1
970,15,3.2,0,0.90196,2.23,43,19.28251,0,0,1
1140,15,2.53,0,0.83871,1.71,83,48.53801,1,0,1
940,17,1.64,0,0.80769,3.33,53,15.91592,1,0,1
940,73,2.79,0,0.74074,3.83,53,13.83812,0,0,1
790,87,2.71,1,1.39394,6.77,96,14.18021,1,0,1
1190,50,3.34,0,0.7,3.52,23,6.534091,0,0,1
1010,41,2.97,1,0.74138,2.66,10,3.759398,1,0,1
1020,41,2.95,0,0.75862,4.66,23,4.935622,1,0,1
1050,76,2.6,1,1.1,1.62,22,13.58025,1,0,1
1270,16,2.87,0,0.73973,2.21,11,4.977376,0,0,1
860,75,2.76,1,0.72,1.13,29,25.66372,1,0,1
1140,38,3.52,1,0.96552,4.54,36,7.929515,0,0,1
1310,72,3.48,0,1.04688,0.52,1,1.923077,0,0,0
940,86,2.41,0,0.95833,2.21,45,20.36199,0,0,1
1110,87,2.74,0,0.91379,5.04,131,25.99206,1,0,1
970,99,2.9,0,0.90196,4.01,75,18.70324,0,0,1
1140,16,3.18,0,0.83871,4.99,28,5.611222,1,0,1
970,42,2.28,0,0.97959,1.42,39,27.46479,0,0,1
840,47,2.4,0,0.90909,1.42,57,40.14085,1,0,1
1150,17,3.17,0,1.01754,0.47,12,25.53192,0,0,1
1020,42,2.11,0,0.82143,3.9,83,21.28205,0,0,1
1210,17,3.35,0,0.86154,3.83,75,19.58224,1,0,1
900,43,2.74,0,0.73077,2.68,38,14.1791,0,0,1
850,15,2.6,1,0.84783,2.56,39,15.23438,0,0,1
1320,54,2.87,0,0.94118,0.1,2,20,1,0,1
1010,15,2.4,0,1.19565,3.4,88,25.88235,1,0,1
920,42,2.11,0,0.87755,2.9,113,38.96552,1,0,1
1330,16,4,0,0.7973,2.18,6,2.752294,0,0,1
880,52,2.78,0,0.83333,0.26,4,15.38461,0,0,1
1160,95,2.94,0,1.27451,0.93,12,12.90323,1,0,1
1090,50,2.7,0,0.67692,2.15,7,3.255814,0,0,1
1030,12,1.41,0,0.83929,0.1,4,40,0,0,1
1150,52,2.51,0,0.85484,0.94,13,13.82979,1,0,1
1020,16,3.18,0,0.75862,1.48,30,20.27027,0,0,1
1030,45,1.97,0,0.74576,1.2,68,56.66667,0,0,1
1380,55,3.8,0,0.89041,1.23,1,0.8130081,0,0,1
1240,84,3.44,0,0.74648,1.97,3,1.522843,0,0,1
1320,18,4,0,1.16393,2.61,10,3.831418,1,0,1
990,16,2.5,0,0.86792,3.85,93,24.15584,1,0,1
940,50,2.72,0,0.95833,3.89,33,8.483291,1,0,1
980,45,2.53,0,1.04167,3.21,108,33.64486,0,0,1
1120,51,3.29,0,1.15385,3.21,31,9.657321,1,0,1
970,44,3.02,0,0.97959,1.25,36,28.8,1,0,1
1010,52,2.78,0,1.10417,1.25,47,37.6,1,0,1
1120,46,2.06,0,1.11321,1.25,87,69.6,0,0,1
1110,86,2.72,0,0.81967,0.6,12,20,0,0,1
1430,78,3.55,1,0.83333,2.85,14,4.912281,0,0,1
900,20,2,0,1.19512,2.5,10,4,1,0,1
1230,50,2.84,0,0.89231,2.95,43,14.57627,0,0,1
1240,41,2.36,0,0.87879,1.3,49,37.69231,1,0,1
1090,50,3.88,0,0.98182,3.2,6,1.875,0,0,0
820,103,2.31,1,0.78261,0.05,2,40,1,0,1
1000,12,2.25,0,0.5625,2.51,93,37.05179,0,0,1
1050,47,3.21,0,0.81034,0.1,5,50,1,0,1
1090,118,2.59,0,0.98182,2.36,57,24.15254,1,0,1
1100,78,3.2,0,0.86441,2.25,112,49.77778,0,0,1
860,80,2.53,0,0.95455,6.55,100,15.26718,1,0,1
1320,99,2.67,0,0.94118,4.28,171,39.95327,0,0,1
1190,134,2.44,0,0.98333,0.1,4,40,1,0,1
1010,14,2.64,0,0.94231,0.1,4,40,1,0,1
1090,52,2.42,0,1.09615,1.72,8,4.651163,1,0,1
940,15,3,0,1.04348,1.8,52,28.88889,1,0,1
990,41,2.95,0,1.02041,6.25,19,3.04,1,0,1
1180,16,3.25,0,1,6,25,4.166667,1,0,0
1210,41,2.68,0,1.32692,3.65,90,24.65753,0,0,1
1250,82,2.73,0,0.89394,3.37,56,16.61721,0,0,1
950,48,1.29,0,0.97917,3.28,29,8.841463,0,0,1
1010,80,2.8,0,1.02,3.27,66,20.18349,1,0,1
1060,14,2,0,0.79661,2.6,45,17.30769,1,0,1
1000,14,1.64,0,0.75439,2.6,68,26.15385,0,0,1
1030,83,3.95,0,0.74576,1.05,6,5.714286,1,0,1
810,18,2.44,0,0.97561,2.79,23,8.243728,1,0,1
1160,13,3.76,0,0.75758,2.79,6,2.150538,0,0,1
980,12,2.41,0,0.81481,0.22,13,59.09091,0,0,1
1000,42,2.76,0,0.63934,2.76,70,25.36232,0,0,1
1170,18,3.66,0,0.8871,2.52,10,3.968254,1,0,1
1190,84,3.21,0,0.98333,2.65,20,7.54717,1,0,1
1180,15,3.33,0,0.66197,3.08,59,19.15584,1,0,1
1190,76,2.71,0,1.08772,2.61,46,17.62452,1,0,1
780,100,2.82,0,1,2.49,55,22.08835,0,0,1
1010,17,3.41,0,0.74138,1.29,11,8.527132,0,1,0
850,36,1.77,1,0.84783,3.58,135,37.7095,0,0,1
1240,49,3.61,0,0.82353,3.58,1,0.2793296,1,0,1
1060,53,1.77,1,0.79661,2.99,149,49.83278,0,0,1
1180,116,2.55,0,1,4.01,158,39.4015,0,0,1
830,47,2.7,0,1.24324,3.93,134,34.09669,1,0,1
1070,16,2.31,0,0.94545,4.16,120,28.84615,0,0,1
1090,107,2.02,0,0.94643,5.95,319,53.61345,0,0,1
1000,14,2.92,0,0.92308,1.39,44,31.65468,1,0,1
860,76,2.75,0,0.72,0.48,2,4.166667,1,0,1
1000,50,2.18,0,0.6129,2.49,28,11.24498,1,0,1
1150,76,2.36,0,1.3,2.69,99,36.80297,0,0,1
1150,52,3.53,0,0.91667,2.77,43,15.52347,0,0,1
1230,48,3.87,0,0.86364,1.96,6,3.061224,0,0,1
1120,45,2.57,0,0.80645,3.36,23,6.845238,0,0,1
870,11,1.36,0,0.8913,3.62,105,29.00553,0,1,0
1190,17,2.11,0,0.7,1.32,34,25.75758,1,0,1
1060,12,3.5,0,1,1.32,58,43.93939,1,0,1
1050,17,2.58,0,0.875,3.82,9,2.356021,1,0,1
930,42,3.4,0,0.89796,3.44,21,6.104651,1,0,1
1030,86,2.79,0,0.63492,3.8,9,2.368421,0,0,0
970,81,2.7,0,0.86538,0.1,2,20,1,0,1
1150,54,2.88,0,0.85484,4.85,70,14.43299,0,0,1
1020,14,2.42,0,1,4.8,167,34.79167,1,0,1
1170,52,3.42,0,0.82813,4.85,22,4.536082,1,0,1
1000,16,3.06,0,0.88679,4.8,149,31.04167,1,0,1
1140,54,3.29,0,0.75385,0.1,7,70,0,0,0
1070,109,2.56,0,0.87719,3.04,19,6.25,1,0,1
940,47,1.97,0,1.13636,4.2,140,33.33333,1,0,0
1040,110,2.48,0,0.73333,4.2,84,20,0,0,1
1100,45,2.44,0,0.92982,2.92,33,11.30137,0,0,1
1070,43,2.74,0,1.09804,0.92,18,19.56522,1,0,1
1150,107,2.83,0,0.94915,5.66,147,25.97173,0,0,1
1030,45,2.66,0,0.80702,5.73,312,54.45026,1,0,1
1410,17,4,0,0.88,4.2,36,8.571428,0,0,1
1040,105,2.85,0,0.85714,2.54,120,47.24409,0,0,1
900,81,2.5,0,0.95652,2.34,69,29.48718,1,0,1
1000,119,2.99,0,1,2.96,97,32.77027,1,0,1
1140,50,2.8,0,0.83871,3.2,100,31.25,0,0,1
1130,112,2.65,0,0.76563,3.92,156,39.79592,0,0,1
1130,17,2.82,0,0.85246,4.46,154,34.52915,1,0,1
1220,49,2.81,0,1,4.61,278,60.30369,0,0,1
1110,16,3.37,0,0.98214,4.51,102,22.61641,0,0,1
1170,66,2.72,0,0.98305,2.8,9,3.214286,1,0,1
1270,45,3.46,0,0.84058,4.63,79,17.06264,1,0,1
850,123,3.26,0,0.93182,4.64,130,28.01724,1,0,1
1040,78,2.94,0,0.92593,4.64,122,26.2931,1,0,1
1140,49,2.75,0,0.70149,0.81,35,43.20988,1,0,1
980,50,2.26,0,0.84906,2.2,20,9.090909,1,0,1
1220,15,4,0,0.93651,3.53,33,9.348442,1,0,1
1150,20,3.4,0,0.91667,3.53,22,6.232295,0,0,1
890,44,2.9,0,0.97778,4.29,78,18.18182,0,0,1
1030,115,2.65,0,0.74576,4.19,142,33.89021,0,0,1
1180,74,3.21,0,1.31373,4.21,58,13.77672,1,0,1
1030,85,3.12,0,0.77586,4.21,59,14.01425,1,0,1
940,48,2.47,0,0.67857,4.29,134,31.23543,1,0,1
1120,112,3.07,0,1.11321,0.75,46,61.33333,1,0,1
970,13,1.76,0,0.67241,0.1,8,80,1,0,1
1090,18,3.44,0,0.98182,3.46,55,15.89595,0,0,1
940,14,3,0,0.70909,2.7,6,2.222222,1,0,1
980,43,2.6,0,0.88462,2.86,68,23.77622,1,0,1
1120,17,3.58,0,0.86667,5.1,131,25.68627,1,0,1
1110,17,3,0,0.63235,5.04,173,34.3254,0,0,1
1080,42,2.07,0,0.89474,4.76,275,57.77311,0,0,1
1130,17,3.82,0,0.88333,5.04,101,20.03968,0,0,1
1050,107,2,0,0.54412,2.7,50,18.51852,0,0,1
1130,109,2.67,1,0.79365,1.79,104,58.10056,0,0,1
1200,14,2.64,0,0.84615,1.67,24,14.37126,0,0,1
1110,13,2.53,0,0.91379,3.22,70,21.73913,1,0,1
800,75,2.26,0,0.77778,0.1,4,40,0,0,0
1070,82,3.02,0,0.84483,1.82,8,4.395605,0,0,1
930,79,2.45,0,0.86,2.28,128,56.14035,0,0,1
1170,64,1.93,0,0.72059,2.28,13,5.701755,0,0,1
980,41,2.53,0,1.04167,2.14,32,14.95327,0,0,1
1200,43,2.11,0,0.66667,2.14,20,9.345795,0,0,1
1170,86,3.4,0,0.69565,1.64,4,2.439024,0,0,1
900,58,3.2,0,0.91489,1.72,14,8.139535,0,0,1
1280,14,3,0,0.72973,2.26,26,11.50443,1,0,1
1240,68,2.95,0,0.74648,1.62,92,56.79012,0,0,1
1190,94,2.17,0,0.88889,1.24,25,20.16129,0,0,1
1000,49,2.57,0,0.75439,3.3,178,53.93939,0,0,1
940,12,2.75,0,0.80769,0.1,3,30,0,0,1
980,107,2.54,0,0.84906,2.47,98,39.67611,0,0,1
1200,49,2.95,0,0.90476,0.85,17,20,0,0,0
1060,74,1.9,0,0.7377,0.05,3,60,0,0,1
1070,16,2.81,0,0.87719,3.61,71,19.66759,0,0,1
990,116,3.3,1,0.67797,3.21,27,8.411215,1,0,1
1060,45,2.15,0,1.03846,1.81,34,18.78453,0,0,1
1060,16,3.25,0,0.79661,2.61,52,19.92337,0,0,1
1270,84,2.89,0,0.84058,2.39,48,20.08368,0,0,1
1040,15,3.73,0,0.7931,2.07,13,6.280193,1,0,1
1320,17,3.64,0,0.83333,1.99,10,5.025126,0,0,1
1060,42,1.95,0,0.76667,2.1,47,22.38095,1,0,1
1240,67,2.1,0,0.90769,0.1,4,40,0,0,1
1120,16,3,0,0.96491,1.74,33,18.96552,0,0,1
920,92,2.47,0,1.19048,2.11,60,28.43602,1,0,1
1230,76,2.71,0,0.73239,3.14,30,9.55414,1,0,1
1330,18,3.66,0,1.07813,3.57,32,8.963586,0,0,1
1130,98,2.08,0,0.76563,2.47,123,49.79757,0,0,1
1020,12,2.16,0,0.75862,2.15,59,27.44186,0,0,1
1060,15,1.8,0,0.7377,2.88,45,15.625,1,0,1
1050,50,2.88,0,0.94444,2.82,74,26.24113,0,0,1
1080,16,2.87,0,0.74194,2.09,67,32.05742,1,0,1
1010,18,2.61,0,0.98039,3.12,69,22.11539,0,0,1
920,38,3.28,1,0.95745,4.07,173,42.50614,0,0,1
1030,49,2.12,0,0.80702,1.8,26,14.44444,1,0,1
850,18,3.83,0,0.66667,3.5,13,3.714286,1,0,1
1260,21,4,0,0.93846,5.24,58,11.0687,0,0,1
1030,90,3.02,0,1.01961,0.76,8,10.52632,0,0,1
830,19,3.05,0,0.93023,1.47,71,48.29932,0,0,1
1430,17,3.76,0,0.93243,3.05,2,0.6557377,0,0,1
1210,16,4,1,0.83333,5.46,12,2.197802,0,0,1
1120,46,2.04,0,0.83607,4.93,180,36.51116,1,0,1
940,48,3.08,0,1,4.93,115,23.32657,1,0,1
1350,77,3.4,1,0.90141,0.05,4,80,1,0,1
1060,16,3.75,0,0.68254,5.03,45,8.946322,1,0,1
820,69,2.71,1,0.82222,2.1,17,8.095238,0,0,1
1100,57,2.54,0,0.80328,1.18,41,34.74576,0,0,1
1190,73,2.23,0,0.60811,1.07,12,11.21495,0,0,1
1070,122,3.21,0,0.94545,2.61,50,19.15709,1,0,1
1130,45,3.11,0,0.79365,5.05,92,18.21782,0,0,1
1060,79,3.41,0,1.03846,4.96,50,10.08065,1,0,1
900,17,2.82,0,0.91489,5.41,87,16.08133,1,0,1
1230,80,2.77,0,0.89231,0.04,3,75,0,0,1
1290,50,3.3,0,0.76712,1.51,20,13.24503,0,0,1
1010,96,1.93,0,0.71186,4.37,88,20.1373,0,0,1
1010,15,1.2,0,1.24444,0.82,21,25.60976,0,0,1
840,45,2.24,0,0.78723,2.55,52,20.39216,0,0,1
1320,52,3.46,0,0.80822,7.64,69,9.031414,0,0,1
1010,17,1.88,0,0.83636,3.33,39,11.71171,1,0,1
1020,45,3.48,0,0.82143,2.62,67,25.57252,1,0,1
1110,46,2.6,0,0.7619,2.62,115,43.89313,0,0,1
1040,48,2.85,0,0.7931,2.62,80,30.53435,1,0,1
1020,17,1.58,0,0.72881,2.41,104,43.15353,1,0,1
1030,17,2.88,0,0.71667,3.15,37,11.74603,1,0,1
1220,116,2.31,0,0.79412,3.39,176,51.9174,0,0,1
1040,16,2.43,1,0.7931,1.93,37,19.17098,1,0,1
1060,83,2.06,0,0.79661,2.09,86,41.14833,0,0,1
1060,80,3.63,0,0.82759,2.09,18,8.61244,1,0,1
990,82,2.2,0,0.94118,2.09,110,52.63158,0,0,1
1050,14,2.64,0,0.84211,1.93,50,25.90674,0,0,1
960,46,3.15,0,0.65517,2.07,36,17.3913,1,0,1
980,46,2.23,0,0.92157,2.07,85,41.0628,1,0,1
940,77,2.9,0,0.88,2.47,16,6.477733,1,0,1
980,14,1.21,0,0.75,2.8,77,27.5,0,0,1
1150,17,1.76,1,0.79688,2.83,13,4.593639,1,0,1
1000,44,2.43,1,0.75439,1.59,67,42.13836,1,0,1
1070,39,2.48,0,0.81356,1.59,86,54.08805,1,0,1
1180,80,3.46,0,0.84375,1.69,48,28.40237,0,0,1
910,15,2.46,0,0.75,0.1,5,50,1,0,1
1080,131,2.83,0,1,1.37,22,16.05839,0,0,1
1050,51,3.52,0,0.90909,0.73,7,9.589041,1,0,1
640,52,1.73,1,1.06452,2.19,63,28.76712,0,1,0
1240,18,4,0,0.69863,1,33,33,0,0,0
1280,46,2.08,0,0.77778,1.38,28,20.28986,0,0,1
820,78,2.23,0,1,1.24,47,37.90322,1,0,1
990,46,2.76,0,0.7069,0.94,39,41.48936,0,0,1
1120,17,2.29,0,0.80645,3.4,111,32.64706,0,0,1
1060,16,3.25,0,0.96296,3.4,147,43.23529,0,0,1
1060,108,2.07,0,0.60606,3.28,123,37.5,0,0,1
1150,13,3,0,0.76923,3.4,63,18.52941,1,0,1
1340,16,2.56,0,1,2.7,72,26.66667,1,0,1
1070,15,2.26,0,0.64615,2.7,99,36.66667,0,0,1
970,47,2.17,0,0.86538,1.76,20,11.36364,1,0,1
1260,117,2.7,0,0.96875,3.27,67,20.4893,0,0,1
1080,17,3.11,0,1,3.5,38,10.85714,1,0,1
1190,17,2.41,0,0.85938,1.39,19,13.66906,0,0,1
1040,99,2.69,0,0.85714,3.12,24,7.692307,1,0,1
800,54,2.2,1,0.86047,8.31,220,26.47413,0,1,0
1040,39,2.46,0,0.625,4.17,158,37.88969,0,0,1
1150,17,2.52,0,0.8254,5.47,214,39.12249,1,0,1
1080,94,2.58,0,0.71429,0.85,1,1.176471,1,0,1
1290,45,3.48,0,1.01563,1.6,2,1.25,0,0,1
980,45,2.24,0,0.88462,3.28,145,44.20732,1,0,1
470,69,1.89,1,0.74074,2.31,92,39.82684,0,1,0
1090,44,2.29,0,0.87931,2.4,37,15.41667,1,0,1
990,79,2.91,0,0.73684,3.17,66,20.82019,0,0,1
1040,104,3.33,0,0.73333,1.6,49,30.625,0,0,1
1190,106,3.14,0,0.88889,1.6,25,15.625,1,0,1
1100,17,2.29,0,0.83333,1.83,42,22.95082,0,0,1
1100,45,3.02,0,0.64179,1.43,36,25.17483,0,0,1
990,80,2.55,0,0.73684,1.13,53,46.90266,0,0,1
1160,16,3.37,0,0.90164,1,16,16,1,0,1
960,13,2.69,0,0.81132,3.16,97,30.6962,0,0,1
930,117,2.88,0,0.86,3.67,41,11.17166,0,0,1
1050,97,2.36,0,0.69355,1.55,84,54.19355,0,0,1
1040,47,2.63,0,0.96226,1.91,79,41.36126,1,0,1
1000,50,2.62,0,0.75439,2.5,73,29.2,0,0,1
1000,18,2.55,0,0.81818,1.36,16,11.76471,0,0,1
1080,14,2.57,0,0.63636,1.8,49,27.22222,0,0,1
1080,15,2.4,0,0.77049,1.8,71,39.44444,1,0,1
1020,50,3.22,0,1,2.8,47,16.78572,0,0,1
1060,47,2.29,0,0.70968,3.43,46,13.41108,0,0,1
970,39,2.25,0,0.83019,2.21,77,34.84163,0,0,1
1030,76,3.11,0,0.9434,2.13,140,65.7277,0,0,1
1080,16,1.62,0,0.89474,2.86,38,13.28671,0,0,1
1010,77,2.77,0,0.77193,2.14,17,7.943925,1,0,1
1030,46,2.47,0,0.9434,2.13,127,59.62441,1,0,1
1140,84,2.26,0,0.56164,2.19,81,36.9863,0,0,1
1170,51,2.6,0,0.74627,2.22,9,4.054054,0,0,1
1040,71,2.23,0,1.08,2.43,38,15.63786,1,0,1
1080,43,1.97,0,0.89474,4.97,136,27.36419,0,0,1
1100,43,2.6,0,0.92982,5.29,238,44.99055,1,0,1
940,16,2.87,0,0.64912,1,27,27,0,0,1
1020,97,2.36,0,0.72881,0.99,35,35.35353,1,0,1
1080,74,2.48,0,0.71429,1,24,24,0,0,1
1200,78,2.3,0,0.90476,4.14,68,16.42512,0,0,1
1160,18,2.33,0,0.6338,5.13,112,21.83236,0,0,1
1060,67,2.94,0,1,5.35,64,11.96262,1,0,1
970,84,3.23,0,0.7963,4.86,86,17.69547,1,0,1
1050,114,3.39,0,0.77966,2.4,34,14.16667,1,0,1
1130,49,3.06,0,0.88333,4.67,198,42.39829,0,0,1
1440,15,3.8,0,1,4.3,11,2.55814,0,0,1
850,41,1.9,0,0.80851,4.3,170,39.53489,0,0,1
980,50,2.8,0,1.04167,4.13,71,17.19128,1,0,1
950,42,2.47,0,0.79245,4.13,96,23.24455,0,0,1
1050,88,2.93,0,0.72131,3.7,17,4.594594,1,0,1
